Køn;Beskæftigelsesstatus;Alder;År;Kvartal;Procent
Kvinder;Erhvervsfrekvens;25-34 år;1998;4;81
Kvinder;Erhvervsfrekvens;25-34 år;1999;1;82
Kvinder;Erhvervsfrekvens;25-34 år;1999;2;81,3
Kvinder;Erhvervsfrekvens;25-34 år;1999;3;83,4
Kvinder;Erhvervsfrekvens;25-34 år;1999;4;83,6
Kvinder;Erhvervsfrekvens;25-34 år;2000;1;82,3
Kvinder;Erhvervsfrekvens;25-34 år;2000;2;82,4
Kvinder;Erhvervsfrekvens;25-34 år;2000;3;82,6
Kvinder;Erhvervsfrekvens;25-34 år;2000;4;83,4
Kvinder;Erhvervsfrekvens;25-34 år;2001;1;82,7
Kvinder;Erhvervsfrekvens;25-34 år;2001;2;82,7
Kvinder;Erhvervsfrekvens;25-34 år;2001;3;82,1
Kvinder;Erhvervsfrekvens;25-34 år;2001;4;83,6
Kvinder;Erhvervsfrekvens;25-34 år;2002;1;81,6
Kvinder;Erhvervsfrekvens;25-34 år;2002;2;83,1
Kvinder;Erhvervsfrekvens;25-34 år;2002;3;79,9
Kvinder;Erhvervsfrekvens;25-34 år;2002;4;80,7
Kvinder;Erhvervsfrekvens;25-34 år;2003;1;81,4
Kvinder;Erhvervsfrekvens;25-34 år;2003;2;80,2
Kvinder;Erhvervsfrekvens;25-34 år;2003;3;80,9
Kvinder;Erhvervsfrekvens;25-34 år;2003;4;80,7
Kvinder;Erhvervsfrekvens;25-34 år;2004;1;81,3
Kvinder;Erhvervsfrekvens;25-34 år;2004;2;83,7
Kvinder;Erhvervsfrekvens;25-34 år;2004;3;82,5
Kvinder;Erhvervsfrekvens;25-34 år;2004;4;81,4
Kvinder;Erhvervsfrekvens;25-34 år;2005;1;81,7
Kvinder;Erhvervsfrekvens;25-34 år;2005;2;81,3
Kvinder;Erhvervsfrekvens;25-34 år;2005;3;81,8
Kvinder;Erhvervsfrekvens;25-34 år;2005;4;83,3
Kvinder;Erhvervsfrekvens;25-34 år;2006;1;83,6
Kvinder;Erhvervsfrekvens;25-34 år;2006;2;83,6
Kvinder;Erhvervsfrekvens;25-34 år;2006;3;82,8
Kvinder;Erhvervsfrekvens;25-34 år;2006;4;83,9
Kvinder;Erhvervsfrekvens;25-34 år;2007;1;81,7
Kvinder;Erhvervsfrekvens;25-34 år;2007;2;82,9
Kvinder;Erhvervsfrekvens;25-34 år;2007;3;83,2
Kvinder;Erhvervsfrekvens;25-34 år;2007;4;84,7
Kvinder;Erhvervsfrekvens;25-34 år;2008;1;83,3
Kvinder;Erhvervsfrekvens;25-34 år;2008;2;83,6
Kvinder;Erhvervsfrekvens;25-34 år;2008;3;86
Kvinder;Erhvervsfrekvens;25-34 år;2008;4;84,9
Kvinder;Erhvervsfrekvens;25-34 år;2009;1;87,2
Kvinder;Erhvervsfrekvens;25-34 år;2009;2;86,2
Kvinder;Erhvervsfrekvens;25-34 år;2009;3;84,8
Kvinder;Erhvervsfrekvens;25-34 år;2009;4;82,6
Kvinder;Erhvervsfrekvens;25-34 år;2010;1;82,7
Kvinder;Erhvervsfrekvens;25-34 år;2010;2;82,9
Kvinder;Erhvervsfrekvens;25-34 år;2010;3;83,6
Kvinder;Erhvervsfrekvens;25-34 år;2010;4;82,1
Kvinder;Erhvervsfrekvens;25-34 år;2011;1;81,1
Kvinder;Erhvervsfrekvens;25-34 år;2011;2;80,3
Kvinder;Erhvervsfrekvens;25-34 år;2011;3;82
Kvinder;Erhvervsfrekvens;25-34 år;2011;4;82,7
Kvinder;Erhvervsfrekvens;25-34 år;2012;1;82,9
Kvinder;Erhvervsfrekvens;25-34 år;2012;2;81,6
Kvinder;Erhvervsfrekvens;25-34 år;2012;3;81,3
Kvinder;Erhvervsfrekvens;25-34 år;2012;4;80,3
Kvinder;Erhvervsfrekvens;25-34 år;2013;1;80,4
Kvinder;Erhvervsfrekvens;25-34 år;2013;2;81,4
Kvinder;Erhvervsfrekvens;25-34 år;2013;3;81,9
Kvinder;Erhvervsfrekvens;25-34 år;2013;4;79,4
Kvinder;Erhvervsfrekvens;25-34 år;2014;1;78,3
Kvinder;Erhvervsfrekvens;25-34 år;2014;2;81,2
Kvinder;Erhvervsfrekvens;25-34 år;2014;3;80,3
Kvinder;Erhvervsfrekvens;25-34 år;2014;4;77,8
Kvinder;Erhvervsfrekvens;25-34 år;2015;1;79,3
Kvinder;Erhvervsfrekvens;25-34 år;2015;2;78,3
Kvinder;Erhvervsfrekvens;25-34 år;2015;3;80
Kvinder;Erhvervsfrekvens;35-44 år;1996;1;87
Kvinder;Erhvervsfrekvens;35-44 år;1996;2;87,6
Kvinder;Erhvervsfrekvens;35-44 år;1996;3;88,4
Kvinder;Erhvervsfrekvens;35-44 år;1996;4;87,4
Kvinder;Erhvervsfrekvens;35-44 år;1997;1;86,7
Kvinder;Erhvervsfrekvens;35-44 år;1997;2;87,3
Kvinder;Erhvervsfrekvens;35-44 år;1997;3;87,7
Kvinder;Erhvervsfrekvens;35-44 år;1997;4;87
Kvinder;Erhvervsfrekvens;35-44 år;1998;1;88,3
Kvinder;Erhvervsfrekvens;35-44 år;1998;2;86,8
Kvinder;Erhvervsfrekvens;35-44 år;1998;3;86,3
Kvinder;Erhvervsfrekvens;35-44 år;1998;4;87,4
Kvinder;Erhvervsfrekvens;35-44 år;1999;1;88,3
Kvinder;Erhvervsfrekvens;35-44 år;1999;2;87,3
Kvinder;Erhvervsfrekvens;35-44 år;1999;3;88,2
Kvinder;Erhvervsfrekvens;35-44 år;1999;4;87,5
Kvinder;Erhvervsfrekvens;35-44 år;2000;1;85,8
Kvinder;Erhvervsfrekvens;35-44 år;2000;2;88,7
Kvinder;Erhvervsfrekvens;35-44 år;2000;3;86,2
Kvinder;Erhvervsfrekvens;35-44 år;2000;4;85,6
Kvinder;Erhvervsfrekvens;35-44 år;2001;1;86,5
Kvinder;Erhvervsfrekvens;35-44 år;2001;2;86,9
Kvinder;Erhvervsfrekvens;35-44 år;2001;3;88,7
Kvinder;Erhvervsfrekvens;35-44 år;2001;4;87,3
Kvinder;Erhvervsfrekvens;35-44 år;2002;1;87,1
Kvinder;Erhvervsfrekvens;35-44 år;2002;2;86,9
Kvinder;Erhvervsfrekvens;35-44 år;2002;3;87,3
Kvinder;Erhvervsfrekvens;35-44 år;2002;4;85,3
Kvinder;Erhvervsfrekvens;35-44 år;2003;1;85,8
Kvinder;Erhvervsfrekvens;35-44 år;2003;2;85
Kvinder;Erhvervsfrekvens;35-44 år;2003;3;86,9
Kvinder;Erhvervsfrekvens;35-44 år;2003;4;86,6
Kvinder;Erhvervsfrekvens;35-44 år;2004;1;84,3
Kvinder;Erhvervsfrekvens;35-44 år;2004;2;87
Kvinder;Erhvervsfrekvens;35-44 år;2004;3;89,4
Kvinder;Erhvervsfrekvens;35-44 år;2004;4;87,5
Kvinder;Erhvervsfrekvens;35-44 år;2005;1;87
Kvinder;Erhvervsfrekvens;35-44 år;2005;2;87,2
Kvinder;Erhvervsfrekvens;35-44 år;2005;3;86,3
Kvinder;Erhvervsfrekvens;35-44 år;2005;4;86,8
Kvinder;Erhvervsfrekvens;35-44 år;2006;1;87,4
Kvinder;Erhvervsfrekvens;35-44 år;2006;2;86,6
Kvinder;Erhvervsfrekvens;35-44 år;2006;3;87,6
Kvinder;Erhvervsfrekvens;35-44 år;2006;4;87,7
Kvinder;Erhvervsfrekvens;35-44 år;2007;1;89,2
Kvinder;Erhvervsfrekvens;35-44 år;2007;2;86
Kvinder;Erhvervsfrekvens;35-44 år;2007;3;87,8
Kvinder;Erhvervsfrekvens;35-44 år;2007;4;87,9
Kvinder;Erhvervsfrekvens;35-44 år;2008;1;87,7
Kvinder;Erhvervsfrekvens;35-44 år;2008;2;87,6
Kvinder;Erhvervsfrekvens;35-44 år;2008;3;86
Kvinder;Erhvervsfrekvens;35-44 år;2008;4;89
Kvinder;Erhvervsfrekvens;35-44 år;2009;1;87,8
Kvinder;Erhvervsfrekvens;35-44 år;2009;2;88,7
Kvinder;Erhvervsfrekvens;35-44 år;2009;3;87,9
Kvinder;Erhvervsfrekvens;35-44 år;2009;4;86,2
Kvinder;Erhvervsfrekvens;35-44 år;2010;1;85,5
Kvinder;Erhvervsfrekvens;35-44 år;2010;2;86,8
Kvinder;Erhvervsfrekvens;35-44 år;2010;3;86,9
Kvinder;Erhvervsfrekvens;35-44 år;2010;4;86,5
Kvinder;Erhvervsfrekvens;35-44 år;2011;1;87,2
Kvinder;Erhvervsfrekvens;35-44 år;2011;2;87,6
Kvinder;Erhvervsfrekvens;35-44 år;2011;3;86,9
Kvinder;Erhvervsfrekvens;35-44 år;2011;4;87,2
Kvinder;Erhvervsfrekvens;35-44 år;2012;1;87,2
Kvinder;Erhvervsfrekvens;35-44 år;2012;2;87,7
Kvinder;Erhvervsfrekvens;35-44 år;2012;3;86,4
Kvinder;Erhvervsfrekvens;35-44 år;2012;4;86,5
Kvinder;Erhvervsfrekvens;35-44 år;2013;1;86,4
Kvinder;Erhvervsfrekvens;35-44 år;2013;2;87,7
Kvinder;Erhvervsfrekvens;35-44 år;2013;3;86,2
Kvinder;Erhvervsfrekvens;35-44 år;2013;4;87,7
Kvinder;Erhvervsfrekvens;35-44 år;2014;1;86
Kvinder;Erhvervsfrekvens;35-44 år;2014;2;86,2
Kvinder;Erhvervsfrekvens;35-44 år;2014;3;85,6
Kvinder;Erhvervsfrekvens;35-44 år;2014;4;86,3
Kvinder;Erhvervsfrekvens;35-44 år;2015;1;86,3
Kvinder;Erhvervsfrekvens;35-44 år;2015;2;85,4
Kvinder;Erhvervsfrekvens;35-44 år;2015;3;85,8
Kvinder;Erhvervsfrekvens;45-54 år;1996;1;76,3
Kvinder;Erhvervsfrekvens;45-54 år;1996;2;77,1
Kvinder;Erhvervsfrekvens;45-54 år;1996;3;78,8
Kvinder;Erhvervsfrekvens;45-54 år;1996;4;77,4
Kvinder;Erhvervsfrekvens;45-54 år;1997;1;77,6
Kvinder;Erhvervsfrekvens;45-54 år;1997;2;76,9
Kvinder;Erhvervsfrekvens;45-54 år;1997;3;78,8
Kvinder;Erhvervsfrekvens;45-54 år;1997;4;78,7
Kvinder;Erhvervsfrekvens;45-54 år;1998;1;78,6
Kvinder;Erhvervsfrekvens;45-54 år;1998;2;77,5
Kvinder;Erhvervsfrekvens;45-54 år;1998;3;79,9
Kvinder;Erhvervsfrekvens;45-54 år;1998;4;83,4
Kvinder;Erhvervsfrekvens;45-54 år;1999;1;80,9
Kvinder;Erhvervsfrekvens;45-54 år;1999;2;80,7
Kvinder;Erhvervsfrekvens;45-54 år;1999;3;82,8
Kvinder;Erhvervsfrekvens;45-54 år;1999;4;80,9
Kvinder;Erhvervsfrekvens;45-54 år;2000;1;84,6
Kvinder;Erhvervsfrekvens;45-54 år;2000;2;81,8
Kvinder;Erhvervsfrekvens;45-54 år;2000;3;81,6
Kvinder;Erhvervsfrekvens;45-54 år;2000;4;83,5
Kvinder;Erhvervsfrekvens;45-54 år;2001;1;84,5
Kvinder;Erhvervsfrekvens;45-54 år;2001;2;81,7
Kvinder;Erhvervsfrekvens;45-54 år;2001;3;84
Kvinder;Erhvervsfrekvens;45-54 år;2001;4;83,4
Kvinder;Erhvervsfrekvens;45-54 år;2002;1;84,4
Kvinder;Erhvervsfrekvens;45-54 år;2002;2;83,4
Kvinder;Erhvervsfrekvens;45-54 år;2002;3;81,5
Kvinder;Erhvervsfrekvens;45-54 år;2002;4;83
Kvinder;Erhvervsfrekvens;45-54 år;2003;1;82,8
Kvinder;Erhvervsfrekvens;45-54 år;2003;2;85,8
Kvinder;Erhvervsfrekvens;45-54 år;2003;3;83,7
Kvinder;Erhvervsfrekvens;45-54 år;2003;4;85,2
Kvinder;Erhvervsfrekvens;45-54 år;2004;1;85,3
Kvinder;Erhvervsfrekvens;45-54 år;2004;2;84,1
Kvinder;Erhvervsfrekvens;45-54 år;2004;3;85,4
Kvinder;Erhvervsfrekvens;45-54 år;2004;4;84,9
Kvinder;Erhvervsfrekvens;45-54 år;2005;1;84,6
Kvinder;Erhvervsfrekvens;45-54 år;2005;2;84,3
Kvinder;Erhvervsfrekvens;45-54 år;2005;3;84,9
Kvinder;Erhvervsfrekvens;45-54 år;2005;4;84,9
Kvinder;Erhvervsfrekvens;45-54 år;2006;1;86
Kvinder;Erhvervsfrekvens;45-54 år;2006;2;85,8
Kvinder;Erhvervsfrekvens;45-54 år;2006;3;85,6
Kvinder;Erhvervsfrekvens;45-54 år;2006;4;84,6
Kvinder;Erhvervsfrekvens;45-54 år;2007;1;85,1
Kvinder;Erhvervsfrekvens;45-54 år;2007;2;84,4
Kvinder;Erhvervsfrekvens;45-54 år;2007;3;84,2
Kvinder;Erhvervsfrekvens;45-54 år;2007;4;85,7
Kvinder;Erhvervsfrekvens;45-54 år;2008;1;86,3
Kvinder;Erhvervsfrekvens;45-54 år;2008;2;85
Kvinder;Erhvervsfrekvens;45-54 år;2008;3;87,7
Kvinder;Erhvervsfrekvens;45-54 år;2008;4;88,5
Kvinder;Erhvervsfrekvens;45-54 år;2009;1;86,1
Kvinder;Erhvervsfrekvens;45-54 år;2009;2;85,4
Kvinder;Erhvervsfrekvens;45-54 år;2009;3;88,2
Kvinder;Erhvervsfrekvens;45-54 år;2009;4;85,7
Kvinder;Erhvervsfrekvens;45-54 år;2010;1;87,1
Kvinder;Erhvervsfrekvens;45-54 år;2010;2;85,9
Kvinder;Erhvervsfrekvens;45-54 år;2010;3;86,3
Kvinder;Erhvervsfrekvens;45-54 år;2010;4;85,4
Kvinder;Erhvervsfrekvens;45-54 år;2011;1;83,9
Kvinder;Erhvervsfrekvens;45-54 år;2011;2;84,5
Kvinder;Erhvervsfrekvens;45-54 år;2011;3;86,3
Kvinder;Erhvervsfrekvens;45-54 år;2011;4;85,1
Kvinder;Erhvervsfrekvens;45-54 år;2012;1;85,3
Kvinder;Erhvervsfrekvens;45-54 år;2012;2;85,6
Kvinder;Erhvervsfrekvens;45-54 år;2012;3;86,3
Kvinder;Erhvervsfrekvens;45-54 år;2012;4;85
Kvinder;Erhvervsfrekvens;45-54 år;2013;1;86,3
Kvinder;Erhvervsfrekvens;45-54 år;2013;2;86,4
Kvinder;Erhvervsfrekvens;45-54 år;2013;3;85,9
Kvinder;Erhvervsfrekvens;45-54 år;2013;4;85,6
Kvinder;Erhvervsfrekvens;45-54 år;2014;1;85,9
Kvinder;Erhvervsfrekvens;45-54 år;2014;2;84,1
Kvinder;Erhvervsfrekvens;45-54 år;2014;3;84,8
Kvinder;Erhvervsfrekvens;45-54 år;2014;4;86,3
Kvinder;Erhvervsfrekvens;45-54 år;2015;1;84,7
Kvinder;Erhvervsfrekvens;45-54 år;2015;2;83,3
Kvinder;Erhvervsfrekvens;45-54 år;2015;3;84,4
Kvinder;Erhvervsfrekvens;55-64 år;1996;1;39,5
Kvinder;Erhvervsfrekvens;55-64 år;1996;2;37,3
Kvinder;Erhvervsfrekvens;55-64 år;1996;3;40,8
Kvinder;Erhvervsfrekvens;55-64 år;1996;4;44,4
Kvinder;Erhvervsfrekvens;55-64 år;1997;1;40,7
Kvinder;Erhvervsfrekvens;55-64 år;1997;2;41,2
Kvinder;Erhvervsfrekvens;55-64 år;1997;3;39,7
Kvinder;Erhvervsfrekvens;55-64 år;1997;4;41,2
Kvinder;Erhvervsfrekvens;55-64 år;1998;1;44,1
Kvinder;Erhvervsfrekvens;55-64 år;1998;2;43,2
Kvinder;Erhvervsfrekvens;55-64 år;1998;3;43,1
Kvinder;Erhvervsfrekvens;55-64 år;1998;4;41,4
Kvinder;Erhvervsfrekvens;55-64 år;1999;1;44,8
Kvinder;Erhvervsfrekvens;55-64 år;1999;2;48,6
Kvinder;Erhvervsfrekvens;55-64 år;1999;3;48,4
Kvinder;Erhvervsfrekvens;55-64 år;1999;4;45,7
Kvinder;Erhvervsfrekvens;55-64 år;2000;1;48,4
Kvinder;Erhvervsfrekvens;55-64 år;2000;2;48,2
Kvinder;Erhvervsfrekvens;55-64 år;2000;3;49,8
Kvinder;Erhvervsfrekvens;55-64 år;2000;4;49,3
Kvinder;Erhvervsfrekvens;55-64 år;2001;1;49,4
Kvinder;Erhvervsfrekvens;55-64 år;2001;2;51,9
Kvinder;Erhvervsfrekvens;55-64 år;2001;3;52
Kvinder;Erhvervsfrekvens;55-64 år;2001;4;54,8
Kvinder;Erhvervsfrekvens;55-64 år;2002;1;52,3
Kvinder;Erhvervsfrekvens;55-64 år;2002;2;52,4
Kvinder;Erhvervsfrekvens;55-64 år;2002;3;54,1
Kvinder;Erhvervsfrekvens;55-64 år;2002;4;53,4
Kvinder;Erhvervsfrekvens;55-64 år;2003;1;54,9
Kvinder;Erhvervsfrekvens;55-64 år;2003;2;55,2
Kvinder;Erhvervsfrekvens;55-64 år;2003;3;57,1
Kvinder;Erhvervsfrekvens;55-64 år;2003;4;56,6
Kvinder;Erhvervsfrekvens;55-64 år;2004;1;56,7
Kvinder;Erhvervsfrekvens;55-64 år;2004;2;57,5
Kvinder;Erhvervsfrekvens;55-64 år;2004;3;56,3
Kvinder;Erhvervsfrekvens;55-64 år;2004;4;55,3
Kvinder;Erhvervsfrekvens;55-64 år;2005;1;57,4
Kvinder;Erhvervsfrekvens;55-64 år;2005;2;55,7
Kvinder;Erhvervsfrekvens;55-64 år;2005;3;56,2
Kvinder;Erhvervsfrekvens;55-64 år;2005;4;57,8
Kvinder;Erhvervsfrekvens;55-64 år;2006;1;57,7
Kvinder;Erhvervsfrekvens;55-64 år;2006;2;55,9
Kvinder;Erhvervsfrekvens;55-64 år;2006;3;56,8
Kvinder;Erhvervsfrekvens;55-64 år;2006;4;56,5
Kvinder;Erhvervsfrekvens;55-64 år;2007;1;55,1
Kvinder;Erhvervsfrekvens;55-64 år;2007;2;56,2
Kvinder;Erhvervsfrekvens;55-64 år;2007;3;56
Kvinder;Erhvervsfrekvens;55-64 år;2007;4;53,2
Kvinder;Erhvervsfrekvens;55-64 år;2008;1;53,9
Kvinder;Erhvervsfrekvens;55-64 år;2008;2;54,3
Kvinder;Erhvervsfrekvens;55-64 år;2008;3;53,4
Kvinder;Erhvervsfrekvens;55-64 år;2008;4;50,5
Kvinder;Erhvervsfrekvens;55-64 år;2009;1;51,6
Kvinder;Erhvervsfrekvens;55-64 år;2009;2;54,3
Kvinder;Erhvervsfrekvens;55-64 år;2009;3;53,8
Kvinder;Erhvervsfrekvens;55-64 år;2009;4;54,3
Kvinder;Erhvervsfrekvens;55-64 år;2010;1;54,7
Kvinder;Erhvervsfrekvens;55-64 år;2010;2;56,2
Kvinder;Erhvervsfrekvens;55-64 år;2010;3;57
Kvinder;Erhvervsfrekvens;55-64 år;2010;4;55,5
Kvinder;Erhvervsfrekvens;55-64 år;2011;1;57,7
Kvinder;Erhvervsfrekvens;55-64 år;2011;2;57,6
Kvinder;Erhvervsfrekvens;55-64 år;2011;3;58,4
Kvinder;Erhvervsfrekvens;55-64 år;2011;4;58,4
Kvinder;Erhvervsfrekvens;55-64 år;2012;1;59,3
Kvinder;Erhvervsfrekvens;55-64 år;2012;2;59,7
Kvinder;Erhvervsfrekvens;55-64 år;2012;3;58,9
Kvinder;Erhvervsfrekvens;55-64 år;2012;4;57,8
Kvinder;Erhvervsfrekvens;55-64 år;2013;1;58,6
Kvinder;Erhvervsfrekvens;55-64 år;2013;2;60,6
Kvinder;Erhvervsfrekvens;55-64 år;2013;3;61
Kvinder;Erhvervsfrekvens;55-64 år;2013;4;59,3
Kvinder;Erhvervsfrekvens;55-64 år;2014;1;59,1
Kvinder;Erhvervsfrekvens;55-64 år;2014;2;60,1
Kvinder;Erhvervsfrekvens;55-64 år;2014;3;60,3
Kvinder;Erhvervsfrekvens;55-64 år;2014;4;61,7
Kvinder;Erhvervsfrekvens;55-64 år;2015;1;62,8
Kvinder;Erhvervsfrekvens;55-64 år;2015;2;63,2
Kvinder;Erhvervsfrekvens;55-64 år;2015;3;61,9
